GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
4548066,cust1640,723947792,5955324,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1529,no,no,no,no,no,0,20173452,EXPIRED,New Business,LOW,12/23/2019,Alonzo Dunkin  ,"IMPACT TRADES,FISC,WDA"
4587746,cust1641,102012563,35375696,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,27,"GPS, KYCS, WDA",4/20/2020,9378000.24,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1530,no,no,yes,no,no,27,20183376,ACTIVE,Renewal,LOW,7/17/2023,Cornelius Dearmond  ,"FISC,ADP,IMPACT TRADES"
65601,cust1642,100036844,6796923,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,640,"Impact Fin, Impact Trades, KYCS",5/14/2020,63746328415,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1531,yes,yes,no,no,no,640,20163052,EXPIRED,New Business - Remediation,LOW,3/14/2019,Danilo Nading  ,"FISC,ADP,WDA"
4469572,cust1643,403578962,34710381,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,1017,"DDA, GPS, KYCS",4/22/2020,46464902003,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1532,no,no,yes,no,no,1017,20193055,ACTIVE,New Business,LOW,3/8/2024,Steve Mealey  ,"IMPACT TRADES,FISC,ADP"
4151037,cust1644,550560384,30627496,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1533,no,no,no,no,no,0,20203067,ACTIVE,Renewal,SCC,1/30/2021,Bobby Brumbelow  ,"IMPACT TRADES,FISC,WDA"
68588,cust1645,155203299,3206834,GBM Customers,Direct Customer,usa,gbr,gbm,m,medium,yes,19,"GPS, KYCS, WDA",5/1/2020,2696681.14,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1534,no,no,yes,no,no,19,20193166,ACTIVE,Trigger,MEDIUM,4/11/2019,Ronny Concepcion  ,
4125350,cust1646,132419905,16207348,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1535,no,no,no,no,no,0,20192448,ACTIVE,New Business - Remediation,LOW,4/25/2023,Cleo Hobgood  ,"GPS,WDA"
25096464,cust1647,833489702,36189064,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,768,"KYCS, WDA",5/5/2020,10517128.52,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1536,no,no,yes,no,no,768,20183546,ACTIVE,New Business,LOW,2/1/2023,Sandi Sauls  ,"GPS,DDA"
4124934,cust1648,779447701,27877670,GBM Customers,Direct Customer,imn,imn,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1537,no,no,no,no,no,0,20182853,ACTIVE,New Business - Remediation,MEDIUM,12/27/2020,Teressa Veatch  ,"IMPACT TRADES,FISC,FITEK"
4052022,cust1649,459754777,11830581,GBM Customers,Direct Customer,jpn,jpn,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1538,no,no,no,no,no,0,20183166,ACTIVE,New Business - Remediation,LOW,5/21/2023,Sharda Angevine  ,"IMPACT TRADES,FISC,FITEK"
1977482,cust1650,677858565,3550510,GBM Customers,Direct Customer,deu,deu,gbm,m,high,yes,10744,"GPS, KYCS, WDA",5/14/2020,8326486404,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1539,no,no,yes,no,no,10744,20202460,ACTIVE,Renewal,HIGH,8/14/2020,Taisha Clermont  ,"DTP,NFOS,IMPACT FIN"
24903162,cust1651,100301519,35815625,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,660,"DDA, GPS, KYCS, WDA",5/12/2020,189104176.3,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1540,no,no,yes,no,no,660,20202746,EXPIRED,Trigger,MEDIUM,3/1/2020,Richard Johnson,"HIE,NFOS,FITEK"
25635877,cust1652,169627114,34135051,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,352,"GPS, KYCS, WDA",5/14/2020,312125385.7,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1541,no,no,yes,no,no,352,20212672,ACTIVE,Trigger,MEDIUM,12/13/2020,Sina Lamers  ,"DDA,SMT,IMPACT FIN"
4119572,cust1653,649835032,30568168,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,938,"GPS, KYCS, WDA",5/11/2020,260033521.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1542,no,no,yes,no,no,938,20212473,ACTIVE,Trigger,LOW,10/31/2023,Kam Ackley  ,"HIE,NFOS,FITEK"
4260686,cust1654,883802080,32111598,GBM Customers,Direct Customer,usa,usa,gbm,h,high,yes,3387,"GPS, KYCS, WDA",5/14/2020,1532288050,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1543,no,no,yes,no,no,3387,20212646,ACTIVE,Renewal (Scheduled),HIGH,4/21/2021,Amrita Singh,"HIE,ADP,NFOS"
1917,cust1655,875406366,2317756,GBM Customers,Direct Customer,deu,deu,gbm,l,low,yes,242,"Impact Fin, Impact Trades, KYCS",5/14/2020,22331665743,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1544,yes,yes,no,no,no,242,20193048,ACTIVE,Trigger,LOW,5/16/2019,Jonathan Parker,"GPS,WDA,LOAN IQ"
597599,cust1656,415727503,3460436,GBM Customers,Direct Customer,col,col,gbm,h,high,yes,31777,"CAL, DTP, GPS, Loan IQ, NFOS, KYCS, WDA",5/14/2020,92373068578,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1545,yes,no,yes,no,yes,31777,20203548,ACTIVE,Trigger,HIGH,5/28/2020,Steve Moore,IMPACT TRADES
411233,cust1657,689493552,25313118,GBM Customers,Direct Customer,cym,cym,gbm,m,medium,yes,2376,"NFOS, KYCS",5/14/2020,16678744927,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1546,yes,no,no,no,no,2376,20192952,ACTIVE,Trigger,MEDIUM,3/2/2020,Deloise Marez  ,"GPS,DDA,WDA"
4598113,cust1659,589836849,29062887,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1548,no,no,no,no,no,0,20183056,ACTIVE,Trigger,LOW,7/12/2022,Shila Eyre  ,"IMPACT TRADES,FISC,WDA"
512582,cust1661,100279139,6845643,GBM Customers,Direct Customer,aus,aus,gbm,,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1550,no,no,no,no,no,0,20182674,ACTIVE,New Business,LOW,5/15/2020,Brandie Pokorny  ,"IMPACT TRADES,FISC,FITEK"
25671812,cust1662,730320875,25062179,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1,"GPS, KYCS",5/24/2019,38894.18,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1551,no,no,yes,no,no,1,20193472,ACTIVE,New Business,LOW,1/30/2024,Loren Brizendine  ,"FISC,DDA,WDA"
4128905,cust1663,52912957,28216504,GBM Customers,Direct Customer,usa,qat,gbm,h,high,yes,15,"KYCS, WDA",4/23/2020,16237.36,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1552,no,no,yes,no,no,15,20202667,ACTIVE,Renewal,HIGH,9/29/2020,Kindra Lebrun  ,"GPS,FISC,FITEK"
4120836,cust1664,202574999,13724983,GBM Customers,Direct Customer,usa,usa,gbmi,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1553,no,no,no,no,no,0,20192572,ACTIVE,New Business - Remediation,LOW,7/30/2023,Tyron Duford  ,"IMPACT TRADES,FISC,WDA"
4000018,cust1665,577666177,12514411,GBM Customers,Direct Customer,jey,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1554,no,no,no,no,no,0,20202859,EXPIRED,Trigger,LOW,1/31/2020,Sherril Neufeld  ,"GPS,WDA"
4220164,cust1666,441052745,25464911,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,50,"Impact Trades, KYCS",4/27/2020,54560117,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1555,yes,yes,no,no,no,50,20212651,ACTIVE,Renewal,MEDIUM,3/23/2023,Elden Hasting  ,"GPS,FISC,ADP"
5171442,cust1667,877896933,13717624,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,6098,"DDA, GPS, NFOS, KYCS",5/14/2020,30950423716,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1556,yes,no,yes,no,no,6098,20202664,ACTIVE,New Business,MEDIUM,10/3/2022,Romeo Giambrone  ,"IMPACT TRADES,TDA,IMPACT FIN"
1261020,cust1668,24596996,25728146,GBM Customers,Direct Customer,lux,lux,gbm,l,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1557,no,no,no,no,no,0,20212472,ACTIVE,Trigger,MEDIUM,6/20/2023,Robert Derusha,"IMPACT TRADES,FISC,FITEK"
253523,cust1669,728590007,28160005,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1558,no,no,no,no,no,0,20192859,ACTIVE,Renewal,SCC,10/31/2019,Debra Whicker  ,"IMPACT TRADES,FISC,WDA"
423871,cust1670,281609045,3201812,GBM Customers,Direct Customer,sgp,sgp,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1559,no,no,no,no,no,0,20192475,ACTIVE,New Business,LOW,2/28/2021,Vikki Newlon  ,"IMPACT TRADES,FISC,FITEK"
4345605,cust1671,344298608,32853422,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1560,no,no,no,no,no,0,20182854,DRAFT,New Business - Remediation,MEDIUM,1/19/2020,Nick Obrien,"IMPACT TRADES,FISC,WDA"
2670317,cust1672,101075704,25685779,GBM Customers,Direct Customer,lux,lux,gbm,l,medium,yes,54,"NFOS, KYCS",4/21/2020,608252544.3,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1561,yes,no,no,no,no,54,20212664,ACTIVE,Trigger,MEDIUM,7/9/2022,Eun Bushway  ,"CAL,IMPACT TRADES,FISC"
4111580,cust1673,98777730,16255538,GBM Customers,Direct Customer,nld,lux,gbm,h,medium,yes,4952,"GPS, KYCS, WDA",5/14/2020,1.18E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1562,no,no,yes,no,no,4952,20193446,ACTIVE,Renewal (Scheduled),MEDIUM,5/13/2021,Valencia James  ,"NFOS,IMPACT TRADES,FISC"
273498,cust1674,90008665,6659260,GBM Customers,Direct Customer,hkg,hkg,gbm,l,low,yes,398,"GPS, KYCS, WDA",5/11/2020,6470856027,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc1563,no,no,yes,no,no,398,20192761,ACTIVE,Trigger,LOW,12/21/2022,Desire Felch  ,NFOS
4002256,cust1675,157509458,10043502,GBM Customers,Direct Customer,jpn,hkg,gbm,m,medium,yes,2636,"GPS, KYCS, WDA",5/14/2020,2290112697,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1564,no,no,yes,no,no,2636,20193168,ACTIVE,Trigger,MEDIUM,5/24/2021,Kayleigh Asuncion  ,NFOS
4125704,cust1676,73222280,30578317,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1565,no,no,no,no,no,0,20192852,ACTIVE,Trigger,LOW,5/22/2020,Andre Bushell,"IMPACT TRADES,FISC,WDA"
855759,cust1677,844671536,27922905,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,yes,16050,"DDA, GPS, KYCS",5/14/2020,1.91E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1566,no,no,yes,no,no,16050,20192570,ACTIVE,New Business - Remediation,MEDIUM,10/22/2021,Arron Burse  ,"NFOS,IMPACT TRADES,TDA"
187442,cust1678,644363186,3470621,GBM Customers,Direct Customer,can,can,gbm,h,high,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1567,no,no,no,no,no,0,20193464,ACTIVE,Renewal,HIGH,1/30/2020,Harvey Pressnell  ,"GPS,WDA,FITEK"
359613,cust1679,100539610,4149629,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1568,no,no,no,no,no,0,20203069,ACTIVE,Trigger,MEDIUM,6/19/2020,Earl Laberge,"IMPACT TRADES,FISC,WDA"
25701879,cust1680,391566877,37774442,GBM Customers,Direct Customer,irl,irl,gbm,,medium,yes,1847,"NFOS, KYCS, TRT",5/12/2020,3.38E+11,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1569,yes,no,no,no,no,1847,20202768,ACTIVE,New Business,MEDIUM,5/14/2021,Tyron Matousek  ,"GPS,DDA,DTP"
25673506,cust1681,551701491,5820734,GBM Customers,Direct Customer,deu,deu,gbm,m,medium,yes,93,"KYCS, PMC",5/11/2020,353232701.9,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1570,yes,no,no,no,no,93,50758,Active,Renewal,MEDIUM,8/24/2018,Freeman Napier  ,"NFOS,IMPACT TRADES,CAL"
4178775,cust1682,855895969,30895468,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,17,"GPS, KYCS, WDA",4/23/2020,4729.86,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1571,no,no,yes,no,no,17,20192551,ACTIVE,Renewal,MEDIUM,5/23/2021,Leland Lish  ,"FISC,DDA,IMPACT TRADES"
4602226,cust1683,771230889,35509538,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,yes,59,"DDA, GPS, KYCS",5/4/2020,27967736,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1572,no,no,yes,no,no,59,20203256,ACTIVE,Trigger,SCC,7/9/2020,Glen Montano  ,"FISC,WDA,ADP"
27829,cust1684,652558331,3781882,GBM Customers,Direct Customer,swe,gbr,gbm,h,high,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1573,no,no,no,no,no,0,20203346,INACTIVE,Trigger,HIGH,6/4/2020,Tabetha Cuddy  ,"GPS,WDA"
2187242,cust1685,87958591,16536424,GBM Customers,Direct Customer,bmu,bmu,gbm,l,low,yes,19,"DDA, KYCS",4/17/2020,239196,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1574,no,no,yes,no,no,19,20183565,ACTIVE,New Business - Remediation,LOW,12/3/2023,Earnest Dunagan  ,"GPS,WDA,FITEK"
72298,cust1686,100122076,2565787,GBM Customers,Direct Customer,col,col,gbm,h,scc,yes,128,"DDA, GPS, Impact Trades, KYCS",5/4/2020,1.39E+12,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1575,yes,yes,yes,no,no,128,20203075,ACTIVE,Renewal,SCC,3/18/2021,Jacklyn Ricotta  ,"DTP,NFOS,WDA"
25577571,cust1687,100768511,37300820,GBM Customers,Direct Customer,mhl,mhl,gbm,l,low,yes,77,"GPS, KYCS, WDA",4/30/2020,171386033.7,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1576,no,no,yes,no,no,77,20193176,ACTIVE,New Business,LOW,11/1/2023,Clemencia Buchta  ,"NFOS,CAL,IMPACT TRADES"
337710,cust1688,596324988,25366278,GBM Customers,Direct Customer,vgb,usa,gbm,h,medium,yes,2,"Impact Trades, KYCS",3/23/2020,127464320.8,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1577,yes,yes,no,no,no,2,20203158,ACTIVE,New Business,MEDIUM,11/20/2022,Zenobia Green  ,"GPS,ADP,WDA"
4309109,cust1689,17617502,25490412,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,5979,"Impact Trades, NFOS, KYCS",5/12/2020,53959227979,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1578,yes,yes,no,no,no,5979,20182660,ACTIVE,New Business,LOW,5/8/2022,Joey Ellinger  ,"CAL,FISC,IMPACT FIN"
4290134,cust1690,565748644,32632903,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,181,"GPS, KYCS, WDA",4/23/2020,902302209.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1579,no,no,yes,no,no,181,20183458,ACTIVE,New Business - Remediation,LOW,1800-01-01,Alonzo Dunkin  ,"DDA,SMT,IMPACT FIN"
17782,cust1691,285847114,15682523,GBM Customers,Direct Customer,gbr,gbr,gbmi,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1580,no,no,no,no,no,0,20192761,ACTIVE,New Business - Remediation,LOW,7/31/2019,Cornelius Dearmond  ,"GPS,WDA"
1330,cust1692,723024383,3202994,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1581,no,no,no,no,no,0,20193266,ACTIVE,Trigger,LOW,8/10/2022,Danilo Nading  ,"GPS,WDA"
800997,cust1693,100292113,2367172,GBM Customers,Direct Customer,swe,usa,gbm,l,low,yes,4401,"Impact Fin, KYCS",3/17/2020,19400000000,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1582,yes,yes,no,no,no,4401,54647,Client Pending Exit,Amendment,LOW,5/27/2017,Steve Mealey  ,"IMPACT TRADES,FISC,ADP"
682605,cust1694,793837031,3830358,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,493,"FISC, Impact Trades, KYCS",5/6/2020,2016816881,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1583,yes,yes,no,no,no,493,20202460,ACTIVE,Trigger,LOW,8/1/2021,Bobby Brumbelow  ,"IMPACT FIN,WDA,GPS"
4132834,cust1695,96187798,25918009,GBM Customers,Direct Customer,can,can,gbm,h,scc,yes,112,"KYCS, WDA",5/11/2020,1858696.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1584,no,no,yes,no,no,112,20202448,EXPIRED,Renewal,SCC,2/27/2020,Ronny Concepcion  ,"GPS,IMPACT TRADES"
4001289,cust1696,100882749,25526761,GBM Customers,Direct Customer,nld,nld,gbm,l,low,yes,2,"NFOS, KYCS",3/6/2020,95343220,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1585,yes,no,no,no,no,2,20192566,ACTIVE,New Business - Remediation,LOW,3/19/2024,Cleo Hobgood  ,"GPS,WDA,IMPACT TRADES"
69652,cust1697,768665398,31023237,GBM Customers,Direct Customer,usa,usa,gbm,h,low,yes,5,"FISC, KYCS",2/7/2020,12882400,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1586,yes,yes,no,no,no,5,20203353,ACTIVE,New Business,LOW,10/29/2024,Sandi Sauls  ,"IMPACT TRADES,ADP,WDA"
2599273,cust1698,584417291,31703763,GBM Customers,Direct Customer,hkg,hkg,gbm,m,medium,yes,2919,"GPS, KYCS, WDA",5/14/2020,303394188.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1587,no,no,yes,no,no,2919,20202769,ACTIVE,Trigger,MEDIUM,1/4/2021,Teressa Veatch  ,LOAN IQ
71910,cust1699,452626679,28576525,GBM Customers,Direct Customer,tur,tur,gbm,m,medium,yes,19,"DDA, KYCS",4/30/2020,63250,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1588,no,no,yes,no,no,19,20202446,ACTIVE,Renewal (Scheduled),MEDIUM,4/8/2023,Sharda Angevine  ,"IMPACT TRADES,FISC,FITEK"
4360153,cust1700,759802620,5091613,GBM Customers,Direct Customer,bra,bra,gbm,h,low,yes,50,"GPS, Loan IQ, KYCS",3/23/2020,232026155.2,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1589,no,no,yes,no,yes,50,20212555,ACTIVE,Trigger,LOW,6/14/2022,Taisha Clermont  ,"NFOS,IMPACT TRADES,CAL"
841144,cust1701,133651559,16984087,GBM Customers,Direct Customer,usa,usa,gbm,,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1590,no,no,no,no,no,0,20193474,ACTIVE,New Business,LOW,1/10/2024,Richard Johnson,"IMPACT TRADES,FISC,WDA"
431533,cust1702,56297885,11332709,GBM Customers,Direct Customer,gib,gib,gbm,h,scc,yes,2063,"GPS, KYCS, WDA",5/14/2020,1185870984,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1591,no,no,yes,no,no,2063,20203458,ACTIVE,Trigger,SCC,11/13/2020,Sina Lamers  ,LOAN IQ
1623817,cust1703,100299180,3201559,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,55,"Loan IQ, KYCS",12/31/2019,55530000000,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1592,no,no,no,no,yes,55,20202846,ACTIVE,Renewal (Scheduled),MEDIUM,12/1/2020,Kam Ackley  ,"HIE,NFOS,TDA"
4409339,cust1704,669719561,34312705,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1593,no,no,no,no,no,0,20183472,ACTIVE,New Business - Remediation,MEDIUM,5/30/2021,Amrita Singh,"IMPACT TRADES,FISC,WDA"
4272569,cust1705,90277619,32135139,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1594,no,no,no,no,no,0,20192462,ACTIVE,New Business - Remediation,LOW,4/29/2023,Jonathan Parker,"IMPACT TRADES,FISC,WDA"
4145007,cust1706,639130065,25963215,GBM Customers,Direct Customer,usa,usa,gbm,h,medium,yes,3180,"GPS, Loan IQ, KYCS, WDA",5/13/2020,1.39E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1595,no,no,yes,no,yes,3180,20202749,ACTIVE,Renewal,MEDIUM,6/18/2021,Steve Moore,"NFOS,IMPACT TRADES,TDA"
4338835,cust1707,100410559,30115164,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1596,no,no,no,no,no,0,20192964,ACTIVE,New Business - Remediation,MEDIUM,10/30/2021,Deloise Marez  ,"IMPACT TRADES,FISC,WDA"
25481832,cust1708,502443051,26887338,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,417,"Impact Trades, KYCS",4/22/2020,322031729.8,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1597,yes,yes,no,no,no,417,20193050,ACTIVE,Trigger,LOW,7/1/2023,Alan Amante  ,"IMPACT FIN,WDA,GPS"
72454,cust1709,341809476,3778311,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,3250,"ADP, FISC, Impact Trades, NFOS, KYCS",5/14/2020,5863219909,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc1598,yes,yes,no,no,no,3250,20172851,EXPIRED,Trigger,LOW,4/18/2019,Shila Eyre  ,"GPS,IMPACT FIN,WDA"
4281423,cust1710,953401770,7691474,GBM Customers,Direct Customer,bra,bra,gbm,h,medium,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1599,no,no,no,no,no,0,20212654,ACTIVE,Trigger,MEDIUM,3/8/2023,Makeda Hutson  ,"IMPACT TRADES,FISC,FITEK"
4049097,cust1711,525899954,9063570,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,2600,"DDA, GPS, KYCS",5/14/2020,10405831204,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1600,no,no,yes,no,no,2600,20192447,ACTIVE,Trigger,MEDIUM,12/29/2020,Brandie Pokorny  ,"IMPACT TRADES,WDA"
5171231,cust1712,298360024,35748976,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,13,"KYCS, WDA",4/23/2020,534.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1601,no,no,yes,no,no,13,20183162,INACTIVE,New Business,MEDIUM,10/11/2019,Loren Brizendine  ,"GPS,FISC,DDA"
65348,cust1713,330424544,3543119,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1602,no,no,no,no,no,0,20203263,ACTIVE,Trigger,LOW,6/13/2023,Kindra Lebrun  ,"IMPACT TRADES,FISC,WDA"
4122412,cust1714,695264683,27995012,GBM Customers,Direct Customer,sgp,sgp,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1603,no,no,no,no,no,0,20182552,ACTIVE,New Business - Remediation,LOW,8/15/2022,Tyron Duford  ,"IMPACT TRADES,FISC,FITEK"
2670512,cust1715,242718018,11641014,GBM Customers,Direct Customer,arg,arg,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1604,no,no,no,no,no,0,20192560,ACTIVE,Trigger,LOW,2/15/2021,Sherril Neufeld  ,"IMPACT TRADES,FISC,FITEK"
2593785,cust1716,538211206,9093711,GBM Customers,Direct Customer,hkg,hkg,gbm,m,low,yes,13,"KYCS, WDA",4/30/2020,2620.3,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1605,no,no,yes,no,no,13,20202454,ACTIVE,New Business - Remediation,LOW,6/7/2022,Elden Hasting  ,"GPS,FITEK,IMPACT TRADES"
25735864,cust1717,980593914,5259209,GBM Customers,Direct Customer,usa,usa,gbm,l,medium,yes,6234,"DDA, GPS, KYCS",5/8/2020,19215201285,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc1606,no,no,yes,no,no,6234,20202771,ACTIVE,New Business,MEDIUM,5/10/2021,Romeo Giambrone  ,"IMPACT TRADES,FISC,ADP"
712,cust1718,663485463,3207789,GBM Customers,Direct Customer,ind,ind,gbm,h,scc,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc1607,no,no,no,no,no,0,20202452,ACTIVE,Renewal,SCC,5/16/2020,Robert Derusha,"IMPACT TRADES,FISC,FITEK"
